Video_ID,Title,Channel,Publish_Date,Publish_Time,Views,Likes,Disliked,Comment_Count,Video_Tags,Video_Description
q1u6Q_jch9A,Algorithmic biases in AI and machine learning - GitHub Universe 2017,GitHub,2017-12-20,01:23:53,1898,34,34,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'algorithmic bias', 'machine learning', 'biased artificial intelligence']","Presented by Terri Burns, Twitter.Last year, NPR did a story answering the question, can computers be racist? (Yes.) Not soon after, Microsoft launched an AI chatbot experiment, called Tay, which shut down when the software began spewing hateful speech online. One of the known fears of AI and machine learning is the notion of algorithmic bias, which can create or indirectly allow machines to learn prejudiced behavior. In this talk, we will explore what it really means to “teach” a computer to have prejudices, and what can happen product managers, designers, and engineers are not cognizant of their own biases. Appropriate for both technical and non-technical audiences. What Attendees Can Expect to Learn: Examples of “bad” computing, how personal beliefs and prejudice can manifest in code and product development, and ways to avoid personal bias in algorithms and products.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
eHWPkOVoJW8,Building a better browser engine on GitHub - GitHub Universe 2017,GitHub,2017-12-20,17:29:57,2910,53,53,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'mozilla', 'mozilla firefox', 'firefox', 'new firefox', 'servo', 'rust language']","Presented by E. Dunham, MozillaThe Servo browser engine, written in Rust, is a Mozilla initiative to test novel approaches to rendering the web and build components to improve Firefox. This talk is a tour through the infrastructure that powers Servo's development, showing how the project leverages GitHub to build a welcoming and highly productive international community. After this talk you'll understand how Servo gets the most out of GitHub and hopefully be inspired to improve your own projects with ideas from our tooling and culture as well.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
SQImqxe7WfY,Using GitHub's GraphQL API to manage open source projects - GitHub Universe 2017,GitHub,2017-11-30,01:59:49,1259,21,21,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github graphql', 'open sauced', 'apollo project']","Presented by Brian Douglas, Netlify.GraphQL is a legitimate way to build and consume APIs with less front end frustration. It has only been out of developer preview but truly shaking up the way front-end and mobile applications are being developed. Getting into open source projects can be a daunting process, and there are a lot of existing tools out there to assist in getting your first open source pull request including Code Triage, IssueHub, and of course firstpr.me. Open Sauced is one more tool to help by providing a platform to organize notes on potential projects the user has not yet contributed to by leveraging the now public GitHub GraphQL API. This talk will compare the GraphQL benefits over REST and walk through the implementation of live code implementing the open source GraphQL features using the Apollo project.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
KvySt3yt5vs,Tracking And Automating Software Infrastructure With GitHub - GitHub Universe 2017,GitHub,2018-01-13,00:29:52,765,16,16,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'infrastructure', 'devops', 'monitoring', 'infrastructure automation']","Presented by John Arthorne, Shopify.Our company was steadily growing the number of production services, to the point where we had several hundred running web applications, most of which had poorly defined ownership and ad-hoc infrastructure. These applications had a patchwork of tools such as build and deployment automation, monitoring, alerting, and load testing, but with very little consistency and lots of gaps. This talk will dive into our approach to infrastructure automation, which involved integrating our GitHub repositories with automation tools through a common infrastructure database. This automation tracks required actions for service owners through GitHub Issues, and generates pull requests for common configuration and software changes. This talk will summarize lessons learned and how to leverage GitHub APIs and web hooks to build similar infrastructure automation tools.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
kb2VRTeWG5Y,Tools as a catalyst for culture change - GitHub Universe 2017,GitHub,2017-12-20,17:29:57,529,7,7,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'development teams', 'developers', 'managing developers']","Featuring: Bill Higgins, IBM and Jason Warner, GitHubPeople often say that in order to achieve sustainable excellence in software, you need to get the culture right. This is true, but at this level, not very actionable. Over our years of building and deploying tools to development teams, we have found that providing the right tools can act as a catalyst for positive culture change. When you provide the right tools to your development teams at scale, you show that you’re serious about changing the way they work. When you help teams learn and master the modern practices that the tools enable, your teams get better at their craft. Your investment in tools and practices help create an environment that attracts and retains top talent. This is all easier said than done, and in this 40 minute panel discussion Bill Higgins, IBM Distinguished Engineer, along with Jason Warner, SVP of Technology of GitHub, discuss concrete strategies for rolling out great tools at scale, including: choosing the right tools, finding and empowering user champions, enabling effective continuous learning (in the context of doing work), gaining the support of senior leadership. Bill and Jason have many years of experience building and deploying tools, and now work closely together on the evolution of GitHub for Business and using GitHub at IBM.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
w_e89rkpagA,Quickly Build a Collaborative CMS Powered by the GitHub API - GitHub Universe 2017,GitHub,2018-01-13,02:30:01,2604,46,46,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'new york times', 'content management', 'github api']","Presented by David Stolarsky, The New York Times.At The New York Times we have built an entire CMS in which the only stateful layer is the GitHub API. This vastly simplifies our infrastructure setup and maintenance, and gives us powerful primitives on which to build a collaborative content editing system used by writers, designers, photographers, editors, and even web developers. In this talk you will learn: how The New York Times uses the GitHub API to store documents in the CMS's intermediate format, how we support collaborative editing via the GitHub API, how we catalog our posts via the GitHub API, how we are able to support legacy (""custom"") development at the same time, and how the GitHub ecosystem, e.g. CI services empower our CMS even further.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
sHTYEkoymd4,Nationwide's GitHub Conversion - No IT Project Needed - GitHub Universe 2017,GitHub,2017-11-27,21:40:40,380,3,3,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'nationwide', 'devops', 'devops culture']","Presented by Cindy Payne and Jim Grafmeyer, NationwideOnce the hard benefits of GitHub are established and GitHub is your enterprise standard tool, how do you convert thousands of users and code repositories in less than a year without an IT project? At Nationwide, GitHub has been seen as a catalyst for the DevOps culture and practices. So walk the DevOps talk with your enterprise GitHub migration and ditch the traditional IT project. Learn everything Nationwide did differently for this enterprise tool roll-out and how it's accelerating delivery.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
IiM-5V_usFA,Interop's Labyrinth: Sharing Code Between Web & Electron Apps - GitHub Universe 2017,GitHub,2017-12-01,15:59:45,2559,32,32,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'electron', 'electron apps']","Presented by Machisté Quintana, Slack.One of Electron’s most compelling draws is the ability to not only build a desktop app with web technologies, but also to build around a pre-existing web app as a foundation. However, here there be dragons - performance hiccups, security vulnerabilities, and maintainability woes lurk in the shadows, waiting for you to unwittingly take a wrong turn. Come learn about best practices and common pitfalls to sharing code and UI components between the web and Electron worlds, learned from working on one of the most widely used production Electron apps.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
biv6d361N5I,Building diverse data communities with Jupyter Notebooks - GitHub Universe 2017,GitHub,2017-12-02,01:59:48,732,7,7,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'jupyter', 'ipython notebooks', 'data science', 'pinterest engineering']","Presented by Frances Haugen and Patrick Phelps, PinterestHow do Jupyter Notebooks change how data intensive teams work? How do we build heterogeneous data communities? This talk focuses on how the analytical teams at Pinterest adopted Jupyter Notebook and Jupyter Server and how it changed how analysis is undertaken and communicated. We'll discuss the social side of data science and why unifying data acquisition, analysis, and presentation fundamentally changes the way insights are generated. Tradeoffs between ease-of-use and reusable code production will also be covered along with security implications of adoption in an enterprise context.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
RGIV75r2H-Y,Accessibility: it's more than just screen readers - GitHub Universe 2017,GitHub,2017-12-20,01:22:14,505,13,13,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","Presented by Stephanie Slattery, Clique Studios.Roughly 1 in 5 people in America live with a disability and legal actions against inaccessible sites are becoming more and more common. It would be irresponsible to ignore the needs of all our users when developing for the web, so why don't we design accessible sites to begin with? In this talk, I'll explain the basics of web accessibility, including the guidelines you should be following, the adaptive technologies commonly in use, and help you better advocate for users with disabilities in your work.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
fFu-s8wzlIw,Fostering open source culture for healthier minds - GitHub Universe 2017,GitHub,2018-01-13,14:30:08,632,13,13,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","Presented by Amy Dickens, GitHub Campus Expert.Taking time out is difficult; but coming back to work can be much harder. In a world where technology is constantly evolving, it is understandable that developers who need to take time off may experience huge amounts of anxiety about what they might face on their return. In this talk, we will discuss the concept of inner source culture, introduce how open source methods can reduce work related anxiety and provide tips to foster openness in your teams to support healthier minds and happier developers. Using one of GitHub’s community building programs as an example, we will see how creating open communications can promote inclusivity and equal opportunities in diverse teams of remote individuals.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
vZI9d2hFpLc,"Regulated industries, limitless possibilities - GitHub Universe 2017",GitHub,2017-11-30,01:59:50,231,1,1,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'regulated industries', 'github enterprise', 'financial technology', 'fintech']","Featuring: Sid Sidhu, Box; Natalie Bradley, Accenture Federal Services; Thomas Aidan Curran, Deutsche Börse Group; Michael Filosa, GitHubHighly regulated industries such as financial services, healthcare, and government all struggle with implementing modern software development practices due to the burden of regulatory compliance. Processes established years ago still govern, despite the software development landscape changing dramatically. What we’ve come to discover, however, is that organizations are implementing new and innovative solutions around tools, process, talent and culture to help scale their releases. In this panel, you will hear experts from Box, Deutsche Börse and Accenture Federal Services discuss strategies to overcome the constraints of how their software is developed, tested and maintained while staying compliant with regulations.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
KGKI7hXGAZ8,Migrating to GitHub Enterprise safely and seamlessly - GitHub Universe 2017,GitHub,2017-11-30,15:59:54,733,10,10,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github enterprise']","Presented by Dylan Vassallo, Stripe.Stripe recently moved 600 repos from GitHub to GitHub Enterprise with (almost) no disruption to our internal users. We considered declaring a “git holiday” for this, but even one day of downtime would have been unacceptable and we needed to be able to roll back quickly if something went wrong. We instead developed an incremental and reversible plan that made it possible for us to perform a nearly-seamless online migration. In this talk I’ll explain our approach to risky infrastructure changes like this one and share some specific learnings from our GitHub Enterprise project.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
D-5tHyP0nqM,Managing GitHub At Scale - GitHub Universe 2017,GitHub,2017-11-29,02:46:09,391,8,8,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github enterprise']","Presented by Alvaro Ramirez del Villar & Frank Lamar, Home Depot.As engineering teams move toward different build systems that rely on polling, it will be essential for GitHub Enterprise admin to know how to identify, educate, and help remediate the build system. If they can’t, their instance will become unstable and ultimately fail. When it happened to us, our team came up with the best solution: We diagnosed and created the automation required for monitoring and remediating the problem. And we gave back to the open source community in the process. Now, we can help others navigate such a tricky problem by not only showing them what we did, but also by giving them monitoring and remediation tips.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
75y3VSu0xdo,Isolating microservices without sacrificing velocity - GitHub Universe 2017,GitHub,2017-12-20,01:24:24,664,16,16,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","Presented by Rob Zuber, CircleCI.As companies scale, they’re likely to break things out into microservices. When that time comes, engineers are too eager to embrace their newfound freedom, throwing out the good with the bad. But this clean slate approach can have a severe impact on team velocity. Conventional wisdom maintains that decoupling reigns supreme, but the truth is that there’s a spectrum, depending on team size and complexity of the codebase. Learn how CircleCI walks the line between monolith and microservice, as CTO Rob Zuber discusses how we optimized service creation by embracing consistency and shared tooling.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
kB-3vvtdLxw,Caring For Your Fellow Developers - GitHub Universe 2017,GitHub,2018-01-13,14:30:08,320,6,6,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","Presented by Trent Willis, Netflix.""Move Fast and Break Things"", ""Get Shit Done"", ""Disrupt"". These are mantras of the tech and design industry. They praise speed and hard work but overlook a core element: people. When building software, we devote hundreds of hours to planning, organizing, building, and launching, but we often only spend a very small fraction of that same time thinking about the people responsible for those activities. Soft skills and emotional intelligence are critical components to building great software. In general, I have found technical audiences do not get as much exposure to these topics as they should. Understanding each other and knowing practical ways to keep each other motivated and encouraged will help us go beyond what our individual technical skills can accomplish. Let's talk about how we can proactively care for our team with the same passion we use when caring for our software. We’ll explore practical ways to change how we engage with each other to help us build a more supportive working environment and also deliver better products, faster.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
YJagVNzSUk0,Building CS50 with GitHub - GitHub Universe 2017,GitHub,2018-01-13,18:30:01,2699,84,84,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","Presented by David Malan, Harvard University.CS50 is Harvard University's largest course and edX's largest MOOC. For years, the course relied on homegrown tools to manage students' homework submissions and teaching assistants' grading workflows. The course eventually migrated those tools to the cloud, leveraging IaaS but still reinventing too many wheels. The course has since embraced PaaS, with its server-side tools now Dockerized, and SaaS, with its client-side tools now implemented as abstractions atop GitHub. Via the latter, in particular, have we increased our efficiency and reduced our costs. We present in this session how and why we have leveraged GitHub to support CS50's thousands of students and hundreds of teachers.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
5Yu3qCP-pxw,Launching GitHub's public GraphQL API - GitHub Universe 2017,GitHub,2017-11-27,21:41:14,1415,55,55,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'graphql', 'graphql api', 'github graphql', 'github api', 'api']","Presented by Brooks Swinnerton, GitHub.In this talk, Brooks Swinnerton will discuss why GitHub made the decision to create a public GraphQL API and the things that they’ve learned along the way with respect to authorization, API design, and tooling. The interesting challenges of a public GraphQL API aren’t limited to your codebase; we will also discuss some of the ways that GitHub is working to introduce the new world of GraphQL to its users and integrators, as well as how we plan to support and grow the API for years to come.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
mGZu5MzTtMA,How tech policy is shaping the future of software - GitHub Universe 2017,GitHub,2017-11-30,15:59:55,680,25,25,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'tech policy', 'tech regulation']","Presented by Tal Niv, GitHub.Developers build and ship software in a complex environment governed by laws, regulations, norms, and standard practices—policies. Policy decisions directly impact software every day. This talk will walk you through what GitHub defines as policy, why we do policy at GitHub, how we do policy, what we aim to achieve for all of us, and will focus on a couple of current examples.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
DKhgrFmNTAg,Having an invisible disease at GitHub - GitHub Universe 2017,GitHub,2018-01-13,19:42:45,521,25,25,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","Presented by Jamie Strusz, GitHub.Invisible diseases (mental health conditions, neurologic disease, rheumatic disease, etc.) are harder to identify, vary widely, and are often misunderstood and stigmatized. As someone with Young Onset Parkinson's Disease, I'm personally familiar with how my working conditions, the attitudes of my colleagues, and my ability to disclose has affected the course of my disease. The theme of this talk is about how an empathetic, positive, and flexible work atmosphere is beneficial for people living with chronic disease, based on my personal account. Being productive and thriving at GitHub despite having Young Onset Parkinson's Disease has largely depended on working with empathetic people, but also the ability to work remotely, flexibility, and ultimately feel supported enough to disclose to those I work with. Companies can foster an atmosphere of trust that allows those dealing with chronic illness to self care, whether they choose to disclose or not.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
rK8yHl0cHoc,GitHub Driven Refactoring - GitHub Universe 2017,GitHub,2017-12-20,01:25:03,667,21,21,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'refactoring']","Presented by Ashley Ellis Pierce, GitHub.Often we know that our code needs refactoring, but we have no idea where to start. Maybe we studied some common code smells and learned about the things that we should be avoiding, but memorizing the rules doesn’t automatically lead to fixing all problems. In this talk, we explore how you can use GitHub to recognize and address violations to each of the SOLID principles. Using diffs, commit history and pull requests you can learn to recognize patterns in code that point to problems. These same tools can help you correct those issues and write more maintainable code.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
AJXDdkd9U7M,Extending with GitHub: easy integrations with Probot - GitHub Universe 2017,GitHub,2018-01-13,19:42:45,2421,26,26,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'probot', 'github api']","Presented by Jamie Jones, GitHub.GitHub has a rich API available for developers and consumers alike, but it can be a bit daunting to build a full fledged integration. This talk will center on using Probot to accelerate the process, and best practices related to this. It will also touch on some existing Probot apps teams can use today, as well as some ideas for where your next app could go!About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
zco_D0uvE5w,Balancing identity & privacy: building tools to help users - GitHub Universe 2017,GitHub,2018-01-13,21:31:39,1077,14,14,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'privacy', 'github privacy', 'privacy tools', 'personal information', 'online privacy']","Presented by Lindsey Bieda, GitHub.In an age where oversharing information is the norm, users need to be increasingly aware of what they make public to an internet that never forgets. In this talk, we'll take a look at identity on the web and what users and sites can do to help protect personal information. We'll do an in-depth look at the safety and privacy tools on GitHub, user consent-driven feature designs, and best practices for keeping your users safe on your site.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
53qGVTSUoFA,GitHub Universe 2017,GitHub,2017-12-06,18:46:19,3720,78,78,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","Miju Han tells us what went on and what we shipped at Universe 2017!As always, feel free to leave us a comment below and don't forget to subscribe: http://bit.ly/subgithubThanks!Connect with us.Facebook: http://fb.com/githubTwitter: http://twitter.com/githubGoogle+: http://google.com/+githubLinkedIn: http://linkedin.com/company/githubAbout GitHubGitHub is the best place to share code with friends, co-workers, classmates, and complete strangers. Millions of people use GitHub to build amazing things together. For more info, go to http://github.com"
YyPfkv8g-k4,Game Off is Back,GitHub,2017-11-16,23:56:58,2636,99,99,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'game development', 'game off', 'game']","Get ready.  GitHub Game Off returns November 2017.Visit https://gameoff.github.com/ for more info.As always, feel free to leave us a comment below and don't forget to subscribe: http://bit.ly/subgithubThanks!Connect with us.Facebook: http://fb.com/githubTwitter: http://twitter.com/githubGoogle+: http://google.com/+githubLinkedIn: http://linkedin.com/company/githubAbout GitHubGitHub is the best place to share code with friends, co-workers, classmates, and complete strangers. Millions of people use GitHub to build amazing things together. For more info, go to http://github.com"
1KxV-zwcTa4,Mine The Music: Searching Efficiently With Open Source - GitHub Universe 2017,GitHub,2017-10-25,08:29:16,1136,10,10,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'music tech', 'music software', 'pandora']","Presented by Flora Dai, Pandora.Today, data is produced on a massive scale but the ability to retrieve real-time data with accuracy and efficiency is essential to utilize the information we store. We will discuss how to implement an efficient search with open-source technologies and how Pandora applied it to music curation.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
LXu80xXwFY0,Microsoft Loves Open Source: Becoming The Largest Contributor - GitHub Universe 2017,GitHub,2017-10-25,08:29:17,1931,42,42,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","Presented by Edward Thomson, Microsoft.A few short years ago, Microsoft called Open Source a ""cancer"", and likened it to ""communism"". Today, Microsoft is the organization with the most contributors to open source projects on GitHub. Learn how Microsoft transformed its business to embrace and extend open source technologies, like the Git version control system - but not extinguish them!About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
exfc7-hzUQg,How GitHub Combined with CI Empowers Rapid Product Delivery - GitHub Universe 2017,GitHub,2017-10-25,08:29:16,1050,6,6,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'devops', 'continuous integration', 'credit karma engineering']","Presented by Kashyap Parikh, Amit Mishra, and Daniel Martinez, of Credit Karma.We will discuss how GitHub and self service continuous integration (CI) helps Credit Karma rapidly deliver new features to over 60 million members. We will review how Credit Karma streamlined and scaled growing CI needs stemming from an army of engineers decomposing monolith into services.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
v9v6BUTrK_g,Advanced GitHub Enterprise Administration - GitHub Universe 2017,GitHub,2017-10-25,08:29:16,1914,20,20,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github enterprise', 'scm', 'source control management', 'source control']","Presented by Lars Schneider, Autodesk & Todd O'Connor, Adobe.Managing GitHub Enterprise is much more than just provisioning an appliance. In this talk we will cover techniques and strategies how to manage a large scale appliance efficiently. We will share best practices for the initial setup, solutions for common issues, as well as debugging recommendations and tips for interacting with the GitHub support team. All topics will be accompanied by hands on tutorials or code examples that are directly applicable by GitHub Enterprise administrators. About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
mBtIyVs7ieQ,Pushing The Boundaries On Video Understanding - GitHub Universe 2017,GitHub,2017-10-25,08:29:17,768,14,14,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github universe 2017', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'computer vision', 'machine learning', 'video understanding', 'facebook', 'facebook engineering']","Presented by Manohar Paluri, Research Lead, Computer Vision at Facebook.Pushing the frontiers of video understanding is necessary to get closer to general AI. This talk, which has a large emphasis on approaching problems with a multi-modal understanding, will detail Facebook’s video understanding efforts, highlighting aspects from platform, models, data and infrastructure tools, as well as exploring how partnering with GitHub has been instrumental in the company’s progress on this front.About GitHub Universe:GitHub Universe is a two-day conference dedicated to the creativity and curiosity of the largest software community in the world. Sessions cover topics from team culture to open source software across industries and technologies.For more information on GitHub Universe, check the website:https://githubuniverse.com"
